Brand Name,Product Name,Rating,Rating Number,Price,Return/Exchange,Expected Delivery,Availability,Product URLs,Other Details
Wireless Bluetooth,CloudWalker BÜRST V1000 70W Peak Power 2.1 Channel Soundbar | Virtual Subwoofer | Bluetooth 5.0,4.2 out of 5,7 ratings,-,https://www.amazon.in/CloudWalker-Channel-Soundbar-Subwoofer-Bluetooth/dp/B08XKGYGKK/ref=sr_1_28_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-28-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwNjg3NzUwU0EzVU9ZOVNNWE81JndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/CloudWalker-Channel-Soundbar-Subwoofer-Bluetooth/dp/B08XKGYGKK/ref=sr_1_28_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-28-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwNjg3NzUwU0EzVU9ZOVNNWE81JndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,BÜRST TV Soundbar – Get your #TvAmplified. Designed to deliver dynamic sound for Smart TV entertainment & more | 2.1 Channel | 70W peak power sound output | Virtual subwoofer for rich & deep bass | Full-range sound drivers delivering crystal clear and dramatic sound.
-,pekdi V-196 Computer Speaker USB Wired Bar Stereo Subwoofer Music Player Bass Surround Sound Box 3.5mm Audio Input for PC Laptop,No Rating,-,"₹2,799.00",https://www.amazon.in/pekdi-Computer-Speaker-Subwoofer-Surround/dp/B09HHKRZ4C/ref=sr_1_29?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-29#,Nov 6 - 10,In stock.,https://www.amazon.in/pekdi-Computer-Speaker-Subwoofer-Surround/dp/B09HHKRZ4C/ref=sr_1_29?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-29#,🪐[Steady and lossless bass sound effect and stereo surrounding sound loudspeakers bring you wonderful music.
-,Belity V-196 Computer Speaker USB Wired Bar Stereo Subwoofer Music Player Bass Surround Sound Box 3.5mm Audio Input for PC Laptop,No Rating,-,"₹2,799.00",https://www.amazon.in/Belity-Computer-Speaker-Subwoofer-Surround/dp/B09HHHD2MT/ref=sr_1_30?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-30#,Nov 6 - 10,In stock.,https://www.amazon.in/Belity-Computer-Speaker-Subwoofer-Surround/dp/B09HHHD2MT/ref=sr_1_30?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-30#,📝[Steady and lossless bass sound effect and stereo surrounding sound loudspeakers bring you wonderful music.
"Wireless, Bluetooth, Auxiliary, USB, HDMI","Carvaan Musicbar CBWY121 120W 2.1 channel Bluetooth Soundbar with Carvaan Signature sound, wired Subwoofer, FM, 500 pre-loaded songs, HDMI, Co-axial, Aux In, Remote control & 4 audio modes (Cosmos Black color)",3.9 out of 5,36 ratings,-,https://www.amazon.in/Carvaan-Bluetooth-Signature-Subwoofer-pre-loaded/dp/B0992JXDVP/ref=sr_1_31?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-31#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/Carvaan-Bluetooth-Signature-Subwoofer-pre-loaded/dp/B0992JXDVP/ref=sr_1_31?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-31#,Pre-loaded with 500 Evergreen Hindi Songs | First ever soundbar with in-built FM
Bluetooth,"Blaupunkt SBA20 16W Bluetooth Soundbar for TV with Bluetooth/SD Card/Aux, Mini Sound/Audio System for TV Speakers, Mobile, PC, Projectors, Tablets, Laptops",3.9 out of 5,171 ratings,-,https://www.amazon.in/Blaupunkt-SBA20-Bluetooth-Soundbar-Projectors/dp/B0983HYB11/ref=sr_1_32?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-32#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/Blaupunkt-SBA20-Bluetooth-Soundbar-Projectors/dp/B0983HYB11/ref=sr_1_32?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-32#,Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a superior quality range of Audio Products.
"Bluetooth, USB","i GEAR Ensemble 20 watts Wooden Portable Soundbar with Wireless Bluetooth connectivity, Rechargeable, with USB/TF Card Support, FM Mode and Sub-woofer for Extra Bass",3.6 out of 5,133 ratings,"₹1,999.00",https://www.amazon.in/Ensemble-Bluetooth-connectivity-Rechargeable-Sub-woofer/dp/B07YLNH1PZ/ref=sr_1_33?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-33#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Ensemble-Bluetooth-connectivity-Rechargeable-Sub-woofer/dp/B07YLNH1PZ/ref=sr_1_33?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-33#,Now enjoy home theater like experience with this 20W Soundbar with Built-in sub woofer and Engineered High Bass
Bluetooth,"Amkette Boomer Compact Wireless Bluetooth Soundbar Pro with Remote Control, 12 Hours Play Time, Integrated Subwoofer and 4 Equalizer Modes (TWS Enabled, 10 Watts)",3.8 out of 5,247 ratings,-,https://www.amazon.in/Amkette-Bluetooth-Soundbar-Pro-Integrated/dp/B08QVJ4HR4/ref=sr_1_34?dchild=1&keywords=Sound+bars&qid=1634381701&smid=A39YEVAHII35OQ&sr=8-34#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/Amkette-Bluetooth-Soundbar-Pro-Integrated/dp/B08QVJ4HR4/ref=sr_1_34?dchild=1&keywords=Sound+bars&qid=1634381701&smid=A39YEVAHII35OQ&sr=8-34#,"The New Amkette Boomer Compact Soundbar Pro comes with an improved sound driver that provides a Loud and cinematic sound, with soaring vocals and a rich bass. The 10 Watt sound is powered by two 40mm tweeters and 2 large integrated subwoofers."
"HDMI-ARC, Bluetooth, AUX, USB","Blaupunkt SBA01 100W Soundbar with Built in Subwoofer, HDMI-Arc, Optical, Aux-in, USB & Bluetooth",4.2 out of 5,"1,473 ratings",-,https://www.amazon.in/Germanys-Blaupunkt-SBA01-Subwoofer-Bluetooth/dp/B088MHGD2P/ref=sr_1_35?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-35#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Germanys-Blaupunkt-SBA01-Subwoofer-Bluetooth/dp/B088MHGD2P/ref=sr_1_35?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-35#,Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a superior quality range of Audio Products
Wireless Bluetooth,"Blaupunkt Germany's SBW200 160 Watt 2.1 Soundbar with 8 Inch Subwoofer, HDMI-ARC, AUX, Bluetooth and Remote Control",4 out of 5,"4,725 ratings",-,https://www.amazon.in/Blaupunkt-Germanys-SBW200-Subwoofer-Bluetooth/dp/B08NYFMG44/ref=sr_1_36?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-36#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/Blaupunkt-Germanys-SBW200-Subwoofer-Bluetooth/dp/B08NYFMG44/ref=sr_1_36?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-36#,Blaupunkt is an iconic German brand that has developed cutting edge audio technology since 1924. Today this legendary Audio Tech German brand is available in India with a superior quality range of Audio Products.
Wireless Bluetooth,CloudWalker BÜRST E3000 100W 2.1 Channel Bluetooth 5.0 Soundbar with Subwoofer & LED Lights,3.8 out of 5,221 ratings,-,https://www.amazon.in/CloudWalker-E3000-Bluetooth-Soundbar-Subwoofer/dp/B082MJZN9Z/ref=sr_1_37_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-37-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMjIxMDg5MVRFRkhTT0RaNThDRiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"Wednesday, Oct 20",In stock.,https://www.amazon.in/CloudWalker-E3000-Bluetooth-Soundbar-Subwoofer/dp/B082MJZN9Z/ref=sr_1_37_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-37-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMjIxMDg5MVRFRkhTT0RaNThDRiZ3aWRnZXROYW1lPXNwX2J0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=#,"BÜRST TV Soundbar – Get your #TvAmplified with the BURST TV Soundbar by CloudWalker, designed to deliver the next level sound for Smart TV entertainment & more | 2.1 Channel sound | 100W powerful sound output to amplify your TV sound | 60W External subwoofer for rich & deep bass | Full-range sound drivers delivering crystal clear and dynamic sound"
"Wireless, Bluetooth, Auxiliary, USB","Artis BT-X3 40 Watts Wireless Bluetooth 5.0 Sound bar with Built in Amplifier, 5 EQ Presets, 2 Driver Units, 2Passive Radiators & Multiple Input Modes: Bluetooth/AUX in/USB Pen Drive Input (Black)",3.7 out of 5,360 ratings,-,https://www.amazon.in/Artis-Wireless-Bluetooth-Amplifier-Radiators/dp/B094R17HQT/ref=sr_1_38_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-38-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMjc3Mzk1WFFNVzRVUzJXTlVPJndpZGdldE5hbWU9c3BfYnRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Artis-Wireless-Bluetooth-Amplifier-Radiators/dp/B094R17HQT/ref=sr_1_38_sspa?dchild=1&keywords=Sound+bars&qid=1634381701&sr=8-38-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEySUJOVkJGSTNUNk5OJmVuY3J5cHRlZElkPUExMDA3Mjc2Mks2MkJNQ1I3S05TMSZlbmNyeXB0ZWRBZElkPUEwMjc3Mzk1WFFNVzRVUzJXTlVPJndpZGdldE5hbWU9c3BfYnRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"The Artis X3 Sound Bar raises the bar of giving you immersive & cinematic sound in an ideal room friendly size. The 2 Driver units along the length of the bar, 2 passive radiators and inbuilt amplifier help truly provide a 2.0 Channel ."
"Surround Sound, Computer, Soundbar","DZKBluetooth Soundbar for TV with Bluetooth/SD Card/Aux, Mini Sound/Audio System for TV Speakers, Mobile, PC, Projectors, Tablets, Laptops",No Rating,-,"₹1,452.00",https://www.amazon.in/DZKBluetooth-Soundbar-Bluetooth-Speakers-Projectors/dp/B09HQZHFTK/ref=sr_1_33_sspa?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-33-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExM0Q5NFNRNzVSUzlOJmVuY3J5cHRlZElkPUEwNTkxOTc1MzRQNjYxQkZQMVJJNSZlbmNyeXB0ZWRBZElkPUEwMTgxMDkxMjRWMDFBWU5NSDdURCZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Thursday, Oct 21",In stock.,https://www.amazon.in/DZKBluetooth-Soundbar-Bluetooth-Speakers-Projectors/dp/B09HQZHFTK/ref=sr_1_33_sspa?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-33-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExM0Q5NFNRNzVSUzlOJmVuY3J5cHRlZElkPUEwNTkxOTc1MzRQNjYxQkZQMVJJNSZlbmNyeXB0ZWRBZElkPUEwMTgxMDkxMjRWMDFBWU5NSDdURCZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Powerful HD Sound: The dual passive radiators produce crystal clear surround sound,which bring you an immersive sound experience."
"Wireless, Bluetooth, Auxiliary","i GEAR Delight 10 Watts Wireless Sound bar Speaker with Multiple Playback Options, Inbuilt Sub-Woofer, FM Radio, BT, Micro SD Slot,USB Slot (Black)",3.9 out of 5,229 ratings,"₹1,750.00",https://www.amazon.in/iGear-Delight-Soundbar-Wireless-Bluetooth/dp/B07Z4R8WXR/ref=sr_1_34_sspa?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-34-spons&psc=1&smid=A2LPYS6TUD99YN&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExM0Q5NFNRNzVSUzlOJmVuY3J5cHRlZElkPUEwNTkxOTc1MzRQNjYxQkZQMVJJNSZlbmNyeXB0ZWRBZElkPUEwOTczMDM1MVY3UEFEV1o2NFpNOSZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/iGear-Delight-Soundbar-Wireless-Bluetooth/dp/B07Z4R8WXR/ref=sr_1_34_sspa?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-34-spons&psc=1&smid=A2LPYS6TUD99YN&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExM0Q5NFNRNzVSUzlOJmVuY3J5cHRlZElkPUEwNTkxOTc1MzRQNjYxQkZQMVJJNSZlbmNyeXB0ZWRBZElkPUEwOTczMDM1MVY3UEFEV1o2NFpNOSZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"With 10W sound output power with In-Built sub-woofer, the iGear Delight soundbar gives you the best audio experience with it's rich and clear sound and high volume"
USB,U & I UiBS-3132 10 Watt 1.1 Channel Wireless Bluetooth Soundbar (Black),4 out of 5,53 ratings,₹999.00,https://www.amazon.in/UiBS-3132-Channel-Wireless-Bluetooth-Soundbar/dp/B093QBWYYC/ref=sr_1_35?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-35#,"Friday, Oct 22",Only 2 left in stock.,https://www.amazon.in/UiBS-3132-Channel-Wireless-Bluetooth-Soundbar/dp/B093QBWYYC/ref=sr_1_35?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-35#,This Pickup Series UiBS-3132 Soundbar has a channel output which offers you one of the best sound qualities in its range. You can connect this speaker to a wide range of devices and enjoy hours of high definition music.
"Wireless, Auxiliary, USB, HDMI","Zebronics Zeb-JUKEBAR 5000 PRO, 120W Multimedia soundbar with subwoofer Supports HDMI(ARC), Optical Input, AUX, Wireless BT & USB",4.1 out of 5,"2,309 ratings","₹7,999.00",https://www.amazon.in/Zebronics-Zeb-JUKEBAR-5000-Multimedia-subwoofer/dp/B081H8P9JR/ref=sr_1_36?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-36#,"Tuesday, Oct 19",In stock.,https://www.amazon.in/Zebronics-Zeb-JUKEBAR-5000-Multimedia-subwoofer/dp/B081H8P9JR/ref=sr_1_36?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-36#,Wireless BT/USB/AUX/Optical IN/HDMI (ARC)
"Wireless, Bluetooth, Auxiliary, USB",Portronics POR-1274 60 Watt Wireless Bluetooth Soundbar (Black),3.4 out of 5,6 ratings,"₹3,799.00",https://www.amazon.in/Portronics-POR-1274-Wireless-Bluetooth-Soundbar/dp/B097K6R1BY/ref=sr_1_37?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-37#,"Wednesday, Oct 20",Only 1 left in stock.,https://www.amazon.in/Portronics-POR-1274-Wireless-Bluetooth-Soundbar/dp/B097K6R1BY/ref=sr_1_37?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-37#,[CINEMATIC SURROUND SOUND] : Portronics Pure Sound 1 (60W) gives you fabulous HI-FI sound that ensures you with cinematic experience sitting at home. It enhances the sound quality of your television with 60W output. It comes with excellent speakers that make your home cinema experience enthralling and exuberant.
Wireless Bluetooth,(Renewed) F&D t-200x TV Speaker,3.3 out of 5,18 ratings,"₹5,499.00",https://www.amazon.in/CERTIFIED-REFURBISHED-t-200x-TV-Speaker/dp/B07GNGL78Z/ref=sr_1_38?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-38#,"Thursday, Oct 21",Only 2 left in stock.,https://www.amazon.in/CERTIFIED-REFURBISHED-t-200x-TV-Speaker/dp/B07GNGL78Z/ref=sr_1_38?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-38#,This Amazon Renewed product will be in an unboxed or refurbished condition and has been professionally inspected and tested by an Amazon qualified supplier. Box and accessories may be generic
"Surround Sound, Subwoofer, Computer",Belity V-196 USB Wired Computer Speaker Bar Stereo Subwoofer Powerful Music Player Bass Surround Sound Box 3.5mm Audio Input for PC Laptop Smartphone Tablet MP3 MP4,No Rating,-,"₹2,699.00",https://www.amazon.in/Belity-Computer-Subwoofer-Powerful-Smartphone/dp/B09HHKJ38G/ref=sr_1_39?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-39#,Nov 6 - 10,In stock.,https://www.amazon.in/Belity-Computer-Subwoofer-Powerful-Smartphone/dp/B09HHKJ38G/ref=sr_1_39?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-39#,📝[Steady and lossless bass sound effect and stereo surrounding sound loudspeakers bring you wonderful music.
"Wireless, Bluetooth, Auxiliary, USB",Outsmart Boom Bar with Extra Bass and Stereo Sound Portable Wireless Sound bar,No Rating,-,"₹2,099.00",https://www.amazon.in/Outsmart-Extra-Stereo-Portable-Wireless/dp/B083GZ98SY/ref=sr_1_40?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-40#,"Saturday, Oct 23",In stock.,https://www.amazon.in/Outsmart-Extra-Stereo-Portable-Wireless/dp/B083GZ98SY/ref=sr_1_40?dchild=1&keywords=Sound+bars&qid=1634381705&sr=8-40#,"SUPER SOUND: Type 5 + 5 watts channel wireless, tilted speaker for wider sound dispersion"
